0,1
1,2
1,3
0,4
4,5
2,6
6,7
5,8
2,9
2,10
10,11
2,12
0,13
7,14
7,15
2,16
1,17
3,18
5,19
18,20
15,21
21,22
6,23
22,24
14,25
10,26
22,27
14,28
19,29
23,30
0,31
14,32
26,33
9,34
20,35
5,36
29,37
9,38
26,39
9,40
19,41
36,42
7,43
42,44
1,45
24,46
20,47
43,48
13,49
46,50
25,51
47,52
38,53
36,54
37,55
17,56
22,57
1,58
31,59
46,60
29,61
21,62
26,63
45,64
12,65
35,66
6,67
30,68
63,69
34,70
19,71
41,72
60,73
31,74
10,75
46,76
17,77
47,78
17,79
2,80
16,81
31,82
30,83
44,84
47,85
0,86
79,87
5,88
41,89
73,90
68,91
71,92
48,93
58,94
25,95
82,96
55,97
48,98
88,99
49,100
84,101
66,102
36,103
44,104
32,105
52,106
85,107
38,108
83,109
32,110
35,111
54,112
36,113
102,114
54,115
51,116
41,117
0,118
47,119
64,120
38,121
27,122
13,123
47,124
91,125
59,126
77,127
97,128
56,129
76,130
6,131
96,132
100,133
62,134
36,135
94,136
63,137
129,138
112,139
90,140
43,141
101,142
67,143
26,144
80,145
23,146
146,147
6,148
48,149
59,150
71,151
139,152
77,153
123,154
112,155
0,156
147,157
95,158
23,159
51,160
114,161
36,162
53,163
50,164
80,165
112,166
135,167
124,168
25,169
84,170
58,171
58,172
133,173
136,174
87,175
2,176
117,177
37,178
34,179
87,180
90,181
83,182
128,183
101,184
128,185
169,186
71,187
40,188
184,189
7,190
183,191
36,192
173,193
120,194
22,195
78,196
170,197
70,198
134,199
2,200
18,201
200,202
172,203
154,204
167,205
173,206
51,207
164,208
142,209
23,210
106,211
201,212
101,213
48,214
18,215
48,216
56,217
176,218
191,219
53,220
91,221
199,222
139,223
207,224
104,225
106,226
92,227
178,228
123,229
155,230
128,231
203,232
12,233
58,234
3,235
18,236
32,237
74,238
150,239
97,240
31,241
201,242
235,243
195,244
30,245
88,246
22,247
168,248
224,249
233,250
88,251
1,252
201,253
149,254
253,255
188,256
39,257
21,258
196,259
41,260
260,261
206,262
58,263
171,264
262,265
234,266
266,267
170,268
14,269
248,270
82,271
271,272
178,273
175,274
228,275
267,276
27,277
77,278
215,279
90,280
158,281
117,282
89,283
43,284
245,285
43,286
167,287
196,288
185,289
32,290
283,291
98,292
260,293
211,294
255,295
288,296
269,297
202,298
153,299
294,300
157,301
191,302
12,303
274,304
284,305
233,306
256,307
264,308
289,309
39,310
3,311
225,312
129,313
181,314
2,315
34,316
295,317
127,318
138,319
214,320
155,321
135,322
255,323
91,324
65,325
308,326
237,327
243,328
157,329
303,330
48,331
247,332
299,333
298,334
104,335
157,336
182,337
180,338
26,339
10,340
70,341
263,342
237,343
298,344
297,345
263,346
98,347
216,348
177,349
1,350
226,351
147,352
302,353
202,354
192,355
203,356
182,357
74,358
168,359
43,360
356,361
39,362
84,363
139,364
109,365
34,366
347,367
165,368
80,369
295,370
293,371
164,372
267,373
205,374
258,375
201,376
278,377
201,378
146,379
92,380
313,381
220,382
96,383
287,384
341,385
180,386
95,387
194,388
294,389
304,390
323,391
65,392
333,393
98,394
29,395
251,396
342,397
95,398
226,399
141,400
115,401
280,402
231,403
304,404
254,405
218,406
257,407
57,408
114,409
127,410
301,411
389,412
211,413
360,414
163,415
221,416
79,417
141,418
124,419
156,420
257,421
366,422
101,423
252,424
118,425
175,426
396,427
175,428
203,429
228,430
242,431
138,432
421,433
129,434
257,435
377,436
150,437
281,438
352,439
406,440
63,441
207,442
104,443
317,444
108,445
262,446
153,447
49,448
32,449
289,450
164,451
5,452
128,453
445,454
356,455
37,456
64,457
431,458
21,459
207,460
396,461
138,462
224,463
63,464
354,465
107,466
274,467
71,468
263,469
240,470
149,471
141,472
254,473
36,474
230,475
335,476
125,477
237,478
361,479
320,480
354,481
415,482
453,483
417,484
450,485
300,486
177,487
67,488
296,489
76,490
466,491
396,492
123,493
99,494
441,495
161,496
329,497
346,498
90,499
318,500
187,501
438,502
410,503
346,504
237,505
404,506
198,507
403,508
88,509
299,510
363,511
224,512
305,513
388,514
258,515
456,516
162,517
229,518
316,519
248,520
80,521
326,522
292,523
224,524
203,525
7,526
192,527
371,528
96,529
308,530
39,531
218,532
353,533
2,534
18,535
384,536
82,537
449,538
176,539
173,540
11,541
385,542
440,543
446,544
463,545
322,546
123,547
474,548
258,549
314,550
140,551
416,552
421,553
150,554
120,555
349,556
300,557
277,558
32,559
282,560
333,561
395,562
511,563
527,564
171,565
94,566
297,567
516,568
35,569
216,570
9,571
228,572
190,573
228,574
477,575
437,576
303,577
135,578
466,579
115,580
448,581
158,582
213,583
264,584
194,585
394,586
454,587
213,588
173,589
328,590
25,591
442,592
27,593
449,594
588,595
377,596
32,597
588,598
193,599
33,600
580,601
436,602
351,603
218,604
318,605
246,606
119,607
246,608
18,609
524,610
188,611
471,612
488,613
536,614
219,615
299,616
77,617
348,618
115,619
145,620
388,621
312,622
484,623
550,624
605,625
576,626
548,627
472,628
465,629
215,630
487,631
484,632
14,633
353,634
303,635
118,636
636,637
275,638
434,639
358,640
330,641
89,642
6,643
318,644
418,645
250,646
474,647
278,648
153,649
139,650
643,651
450,652
67,653
633,654
10,655
226,656
527,657
340,658
625,659
148,660
360,661
316,662
492,663
272,664
245,665
479,666
23,667
248,668
424,669
560,670
327,671
232,672
90,673
661,674
512,675
360,676
112,677
555,678
19,679
677,680
318,681
458,682
161,683
278,684
468,685
566,686
29,687
259,688
183,689
607,690
153,691
457,692
663,693
605,694
39,695
458,696
648,697
463,698
374,699
208,700
292,701
571,702
220,703
161,704
599,705
422,706
674,707
333,708
614,709
356,710
503,711
147,712
424,713
127,714
91,715
707,716
350,717
442,718
215,719
637,720
471,721
295,722
21,723
288,724
679,725
560,726
49,727
69,728
265,729
481,730
202,731
562,732
15,733
163,734
200,735
564,736
633,737
498,738
406,739
273,740
582,741
171,742
358,743
109,744
414,745
232,746
273,747
387,748
523,749
572,750
231,751
323,752
625,753
52,754
532,755
399,756
397,757
16,758
674,759
150,760
288,761
647,762
191,763
671,764
671,765
285,766
552,767
454,768
129,769
90,770
173,771
676,772
638,773
28,774
586,775
526,776
27,777
314,778
305,779
692,780
190,781
74,782
13,783
26,784
373,785
602,786
190,787
411,788
514,789
214,790
442,791
784,792
343,793
366,794
372,795
585,796
697,797
547,798
73,799
666,800
171,801
225,802
488,803
239,804
181,805
732,806
218,807
58,808
515,809
633,810
60,811
253,812
748,813
78,814
469,815
757,816
646,817
70,818
745,819
812,820
158,821
469,822
697,823
184,824
802,825
537,826
515,827
609,828
202,829
282,830
751,831
373,832
514,833
297,834
183,835
820,836
440,837
660,838
813,839
199,840
294,841
402,842
591,843
509,844
214,845
395,846
615,847
681,848
658,849
404,850
232,851
251,852
390,853
51,854
315,855
386,856
208,857
426,858
383,859
499,860
810,861
788,862
122,863
219,864
724,865
448,866
102,867
280,868
810,869
808,870
663,871
462,872
61,873
779,874
673,875
734,876
698,877
568,878
796,879
57,880
590,881
480,882
183,883
442,884
239,885
276,886
81,887
385,888
698,889
685,890
881,891
839,892
122,893
802,894
824,895
719,896
479,897
237,898
124,899
588,900
761,901
299,902
531,903
446,904
405,905
304,906
121,907
551,908
622,909
891,910
880,911
42,912
788,913
437,914
143,915
238,916
839,917
139,918
346,919
137,920
333,921
353,922
447,923
813,924
344,925
695,926
30,927
917,928
295,929
402,930
928,931
166,932
345,933
336,934
226,935
688,936
286,937
10,938
727,939
892,940
313,941
838,942
935,943
511,944
199,945
260,946
358,947
536,948
475,949
677,950
177,951
239,952
622,953
310,954
436,955
610,956
857,957
343,958
850,959
498,960
699,961
701,962
69,963
443,964
846,965
